DOI,publisher,is-referenced-by-count,container-title,subject
10.1007/s00285-012-0515-z,Springer Science and Business Media LLC,5,Journal of Mathematical Biology,Agricultural and Biological Sciences (miscellaneous);Modelling and Simulation;Applied Mathematics
10.1002/app.38072,Wiley,5,Journal of Applied Polymer Science,"Materials Chemistry;General Chemistry;Surfaces, Coatings and Films;Polymers and Plastics"
10.1016/j.ijindorg.2013.07.009,Elsevier BV,6,International Journal of Industrial Organization,
10.1007/s11128-012-0500-x,Springer Science and Business Media LLC,2,Quantum Information Processing,"Signal Processing;Theoretical Computer Science;Modelling and Simulation;Electrical and Electronic Engineering;Electronic, Optical and Magnetic Materials;Statistical and Nonlinear Physics"
10.1137/110855934,Society for Industrial & Applied Mathematics (SIAM),7,SIAM Journal on Scientific Computing,Applied Mathematics;Computational Mathematics
10.1063/1.4794741,AIP Publishing,3,The Journal of Chemical Physics,
10.1039/c3cc45458d,Royal Society of Chemistry (RSC),4,Chemical Communications,
10.1002/mren.201200078,Wiley,4,Macromolecular Reaction Engineering,
10.1002/etc.2143,Wiley,4,Environmental Toxicology and Chemistry,"Health, Toxicology and Mutagenesis;Environmental Chemistry"
10.1109/JETCAS.2013.2284616,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,
10.1016/j.marchem.2012.12.002,Elsevier BV,5,Marine Chemistry,General Chemistry;Oceanography;Water Science and Technology;Environmental Chemistry
10.1109/TW.2013.072213.121994,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Transactions on Wireless Communications,
10.1111/jmi.12040,Wiley,3,Journal of Microscopy,
10.1016/j.watres.2012.11.001,Elsevier BV,5,Water Research,Ecological Modelling;Waste Management and Disposal;Pollution;Water Science and Technology
10.1093/biomet/ast009,Oxford University Press (OUP),3,Biometrika,
10.1111/j.1541-0064.2012.00477.x,Wiley,5,The Canadian Geographer / Le Géographe canadien,"Earth-Surface Processes;Geography, Planning and Development"
10.1016/j.jconhyd.2012.12.010,Elsevier BV,3,Journal of Contaminant Hydrology,Water Science and Technology;Environmental Chemistry
10.1007/s10208-013-9165-9,Springer Science and Business Media LLC,4,Foundations of Computational Mathematics,Computational Theory and Mathematics;Applied Mathematics;Analysis;Computational Mathematics
10.1063/1.4819036,AIP Publishing,2,Applied Physics Letters,
10.1016/j.tcs.2012.03.044,Elsevier BV,5,Theoretical Computer Science,Theoretical Computer Science;General Computer Science
10.1016/j.jglr.2013.02.001,Elsevier BV,9,Journal of Great Lakes Research,"Ecology;Aquatic Science;Ecology, Evolution, Behavior and Systematics"
10.1017/S1446788713000220,Cambridge University Press (CUP),3,Journal of the Australian Mathematical Society,General Mathematics
10.5101/nml.v5i2.p88-92,Springer Nature,0,Nano-Micro Letters,"Electrical and Electronic Engineering;Electronic, Optical and Magnetic Materials;Surfaces, Coatings and Films"
10.3390/brainsci3031244,MDPI AG,4,Brain Sciences,
10.1002/sim.5754,Wiley,3,Statistics in Medicine,Statistics and Probability;Epidemiology
10.1007/s10551-012-1606-x,Springer Science and Business Media LLC,4,Journal of Business Ethics,"Economics and Econometrics;General Business, Management and Accounting;Business and International Management;Arts and Humanities (miscellaneous);Law"
10.1016/j.physleta.2013.07.038,Elsevier BV,5,Physics Letters A,
10.1016/j.cogdev.2013.07.001,Elsevier BV,4,Cognitive Development,
10.1002/sim.5536,Wiley,3,Statistics in Medicine,Statistics and Probability;Epidemiology
10.1109/TWC.2013.062413.122017,Institute of Electrical and Electronics Engineers (IEEE),6,IEEE Transactions on Wireless Communications,
10.1039/c3ra43087a,Royal Society of Chemistry (RSC),4,RSC Advances,
10.1016/j.aop.2013.06.015,Elsevier BV,4,Annals of Physics,
10.4271/2013-01-0688,SAE International,6,SAE International Journal of Passenger Cars - Electronic and Electrical Systems,"Control and Systems Engineering;Electrical and Electronic Engineering;Safety, Risk, Reliability and Quality;Automotive Engineering"
10.1016/j.pragma.2013.02.001,Elsevier BV,5,Journal of Pragmatics,Linguistics and Language;Artificial Intelligence;Language and Linguistics
10.1007/s11111-012-0183-3,Springer Science and Business Media LLC,4,Population and Environment,Environmental Science (miscellaneous);Demography
10.1002/asmb.1934,Wiley,4,Applied Stochastic Models in Business and Industry,"Management Science and Operations Research;Modelling and Simulation;General Business, Management and Accounting"
10.1021/ed300549z,American Chemical Society (ACS),7,Journal of Chemical Education,
10.1002/mop.27261,Wiley,5,Microwave and Optical Technology Letters,"Electrical and Electronic Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1016/j.jsv.2013.08.039,Elsevier BV,4,Journal of Sound and Vibration,Mechanical Engineering;Acoustics and Ultrasonics;Mechanics of Materials;Condensed Matter Physics
10.1364/OL.38.005272,The Optical Society,5,Optics Letters,
10.1007/s11134-012-9302-1,Springer Science and Business Media LLC,4,Queueing Systems,Management Science and Operations Research;Computational Theory and Mathematics;Computer Science Applications
10.1371/journal.pone.0082332,Public Library of Science (PLoS),6,PLoS ONE,
10.1676/12-169.1,Wilson Ornithological Society,3,The Wilson Journal of Ornithology,
10.1260/0144-5987.31.3.411,SAGE Publications,3,Energy Exploration & Exploitation,
10.1139/cjce-2012-0227,Canadian Science Publishing,4,Canadian Journal of Civil Engineering,Civil and Structural Engineering;General Environmental Science
10.1021/ie4006589,American Chemical Society (ACS),6,Industrial & Engineering Chemistry Research,
10.1007/s00453-013-9764-5,Springer Science and Business Media LLC,7,Algorithmica,General Computer Science;Applied Mathematics;Computer Science Applications
10.1080/19388160.2013.839410,Informa UK Limited,4,Journal of China Tourism Research,"Tourism, Leisure and Hospitality Management;Linguistics and Language;Cultural Studies;Language and Linguistics"
10.1140/epjb/e2013-30970-1,Springer Science and Business Media LLC,3,The European Physical Journal B,"Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1120/jacmp.v14i3.4053,Wiley,8,Journal of Applied Clinical Medical Physics,
10.1103/PhysRevD.87.125033,American Physical Society (APS),4,Physical Review D,
10.1145/2499369.2465570,Association for Computing Machinery (ACM),1,ACM SIGPLAN Notices,
10.1093/ntr/nts234,Oxford University Press (OUP),4,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health"
10.1002/etc.2154,Wiley,3,Environmental Toxicology and Chemistry,
10.1080/07011784.2013.773643,Informa UK Limited,5,Canadian Water Resources Journal,
10.1080/07011784.2013.773773,Informa UK Limited,3,Canadian Water Resources Journal,
10.1007/s00221-013-3462-z,Springer Science and Business Media LLC,4,Experimental Brain Research,General Neuroscience
10.1016/j.cageo.2012.09.016,Elsevier BV,6,Computers & Geosciences,Computers in Earth Sciences;Information Systems
10.18584/iipj.2013.4.3.1,"University of Western Ontario, Western Libraries",5,International Indigenous Policy Journal,
10.1002/symb.78,Wiley,6,Symbolic Interaction,General Nursing;Sociology and Political Science;General Social Sciences;Communication;Education;Social Psychology
10.1002/macp.201200506,Wiley,5,Macromolecular Chemistry and Physics,Physical and Theoretical Chemistry;Organic Chemistry;Materials Chemistry;Polymers and Plastics;Condensed Matter Physics
10.1063/1.4810006,AIP Publishing,4,The Journal of Chemical Physics,
10.1097/JSM.0b013e318295a80f,Ovid Technologies (Wolters Kluwer Health),4,Clinical Journal of Sport Medicine,
10.1093/es/khs041,Cambridge University Press (CUP),2,Enterprise & Society,"Business, Management and Accounting (miscellaneous);History"
10.1080/00397911.2011.596640,Informa UK Limited,4,Synthetic Communications,Organic Chemistry
10.1080/14754835.2013.784667,Informa UK Limited,3,Journal of Human Rights,Political Science and International Relations;Sociology and Political Science;Law
10.1007/s11098-012-0028-z,Springer Science and Business Media LLC,2,Philosophical Studies,Philosophy
10.1590/S0102-311X2013000300007,FapUNIFESP (SciELO),6,Cadernos de Saúde Pública,
10.1016/j.najef.2013.02.009,Elsevier BV,5,The North American Journal of Economics and Finance,Economics and Econometrics;Finance
10.1109/TETC.2013.2273220,Institute of Electrical and Electronics Engineers (IEEE),2,IEEE Transactions on Emerging Topics in Computing,
10.3727/108354213X13645733247611,"Cognizant, LLC",4,Tourism Analysis,
10.1103/PhysRevB.88.014412,American Physical Society (APS),6,Physical Review B,
10.1097/WNR.0b013e32836131ca,Ovid Technologies (Wolters Kluwer Health),4,NeuroReport,General Neuroscience
10.1088/0967-3334/34/3/291,IOP Publishing,4,Physiological Measurement,Biophysics;Physiology (medical);Physiology;Biomedical Engineering
10.1016/j.conbuildmat.2013.07.073,Elsevier BV,5,Construction and Building Materials,
10.1016/j.polymer.2012.12.081,Elsevier BV,4,Polymer,Organic Chemistry;Polymers and Plastics
10.1002/app.37883,Wiley,3,Journal of Applied Polymer Science,"Materials Chemistry;General Chemistry;Surfaces, Coatings and Films;Polymers and Plastics"
10.5194/gmd-6-327-2013,Copernicus GmbH,5,Geoscientific Model Development,
10.1080/14697688.2012.696678,Informa UK Limited,3,Quantitative Finance,"General Economics, Econometrics and Finance;Finance"
10.1021/ie302835n,American Chemical Society (ACS),6,Industrial & Engineering Chemistry Research,
10.1016/j.optcom.2012.09.081,Elsevier BV,4,Optics Communications,"Physical and Theoretical Chemistry;Electrical and Electronic Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials"
10.1177/0094582X13492128,SAGE Publications,5,Latin American Perspectives,
10.1002/macp.201300453,Wiley,4,Macromolecular Chemistry and Physics,
10.1093/mnras/sts341,Oxford University Press (OUP),4,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1016/j.apnum.2013.02.007,Elsevier BV,7,Applied Numerical Mathematics,
10.1016/j.gaitpost.2012.06.026,Elsevier BV,3,Gait & Posture,Biophysics;Rehabilitation;Orthopedics and Sports Medicine
10.1016/j.cor.2013.05.012,Elsevier BV,4,Computers & Operations Research,
10.1080/19438192.2013.721065,Informa UK Limited,4,South Asian Diaspora,Cultural Studies;Sociology and Political Science;Anthropology
10.1109/MC.2013.384,Institute of Electrical and Electronics Engineers (IEEE),6,Computer,
10.1080/00986445.2012.731661,Informa UK Limited,3,Chemical Engineering Communications,General Chemistry;General Chemical Engineering
10.1002/nla.1826,Wiley,3,Numerical Linear Algebra with Applications,Algebra and Number Theory;Applied Mathematics
10.1115/1.4023464,ASME International,6,Journal of Engineering for Gas Turbines and Power,Fuel Technology;Mechanical Engineering;Energy Engineering and Power Technology;Nuclear Energy and Engineering;Aerospace Engineering
10.1371/journal.pone.0070402,Public Library of Science (PLoS),7,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.1016/j.omega.2011.07.012,Elsevier BV,4,Omega,Management Science and Operations Research;Strategy and Management;Information Systems and Management
10.1103/PhysRevB.87.161109,American Physical Society (APS),4,Physical Review B,
10.1016/j.cviu.2013.04.008,Elsevier BV,4,Computer Vision and Image Understanding,Signal Processing;Software;Computer Vision and Pattern Recognition
10.1111/jfb.12016,Wiley,4,Journal of Fish Biology,"Aquatic Science;Ecology, Evolution, Behavior and Systematics"
10.2166/ws.2013.130,IWA Publishing,2,Water Science and Technology: Water Supply,
10.1016/j.irle.2013.04.003,Elsevier BV,6,International Review of Law and Economics,Economics and Econometrics;Finance;Law
10.1007/s11276-012-0473-9,Springer Science and Business Media LLC,4,Wireless Networks,Computer Networks and Communications;Electrical and Electronic Engineering;Information Systems
10.1145/2421636.2421646,Association for Computing Machinery (ACM),3,ACM Transactions on Graphics,
10.1519/JPT.0b013e318282d2d3,Ovid Technologies (Wolters Kluwer Health),4,Journal of Geriatric Physical Therapy,
10.1080/02626667.2013.840725,Informa UK Limited,4,Hydrological Sciences Journal,
10.1007/s11803-013-0177-x,Springer Science and Business Media LLC,4,Earthquake Engineering and Engineering Vibration,Geotechnical Engineering and Engineering Geology;Mechanical Engineering;Civil and Structural Engineering;Building and Construction
10.1080/00330124.2011.639613,Informa UK Limited,5,The Professional Geographer,"Earth-Surface Processes;Geography, Planning and Development"
10.1109/JSEN.2012.2234450,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Sensors Journal,
10.1007/s00493-013-2821-5,Springer Science and Business Media LLC,4,Combinatorica,Discrete Mathematics and Combinatorics;Computational Mathematics
10.1007/s00034-012-9444-8,Springer Science and Business Media LLC,4,"Circuits, Systems, and Signal Processing",Signal Processing;Applied Mathematics
10.5370/JEET.2013.8.6.1579,Informa UK Limited,4,Journal of Electrical Engineering and Technology,
10.1515/revac-2012-0027,Walter de Gruyter GmbH,4,Reviews in Analytical Chemistry,
10.1016/j.cptl.2012.09.014,Elsevier BV,3,Currents in Pharmacy Teaching and Learning,"General Pharmacology, Toxicology and Pharmaceutics;Pharmacy"
10.1080/15389588.2012.732718,Informa UK Limited,5,Traffic Injury Prevention,"Public Health, Environmental and Occupational Health;Safety Research"
10.1080/01932691.2012.667301,Informa UK Limited,6,Journal of Dispersion Science and Technology,
10.3138/CPP.39.2.287,University of Toronto Press Inc. (UTPress),4,Canadian Public Policy,
10.1109/TII.2017.2782725,Institute of Electrical and Electronics Engineers (IEEE),1,IEEE Transactions on Industrial Informatics,Control and Systems Engineering;Electrical and Electronic Engineering;Information Systems;Computer Science Applications
10.3390/ijerph15020282,MDPI AG,2,International Journal of Environmental Research and Public Health,
10.1016/j.jasrep.2016.03.016,Elsevier BV,1,Journal of Archaeological Science: Reports,
10.1016/j.measurement.2017.11.038,Elsevier BV,7,Measurement,
10.1016/j.ecoser.2017.11.019,Elsevier BV,4,Ecosystem Services,
10.1016/j.actpsy.2016.08.008,Elsevier BV,3,Acta Psychologica,
10.1088/1361-6382/aac588,IOP Publishing,3,Classical and Quantum Gravity,
10.1007/s00211-017-0917-3,Springer Nature,4,Numerische Mathematik,
10.1016/j.matdes.2018.06.038,Elsevier BV,6,Materials & Design,Mechanical Engineering;General Materials Science;Mechanics of Materials
